,Tournament,Hand,Level,Street_id,Round,Pot,Card1,Card2,Card3,Card4,Card5,Seat_P0,Dealer_P0,Position_P0,Player_P0,PlayerName_P0,Stack_P0,SPR_P0,ActionOrder_P0,Action_P0,Bet_P0,Allin_P0,Showdown_1_P0,Showdown_2_P0,PlayerWins_P0,WinAmount_P0,Seat_P1,Dealer_P1,Position_P1,Player_P1,PlayerName_P1,Stack_P1,SPR_P1,ActionOrder_P1,Action_P1,Bet_P1,Allin_P1,Showdown_1_P1,Showdown_2_P1,PlayerWins_P1,WinAmount_P1,Seat_P2,Dealer_P2,Position_P2,Player_P2,PlayerName_P2,Stack_P2,SPR_P2,ActionOrder_P2,Action_P2,Bet_P2,Allin_P2,Showdown_1_P2,Showdown_2_P2,PlayerWins_P2,WinAmount_P2,Seat_P3,Dealer_P3,Position_P3,Player_P3,PlayerName_P3,Stack_P3,SPR_P3,ActionOrder_P3,Action_P3,Bet_P3,Allin_P3,Showdown_1_P3,Showdown_2_P3,PlayerWins_P3,WinAmount_P3,Seat_P4,Dealer_P4,Position_P4,Player_P4,PlayerName_P4,Stack_P4,SPR_P4,ActionOrder_P4,Action_P4,Bet_P4,Allin_P4,Showdown_1_P4,Showdown_2_P4,PlayerWins_P4,WinAmount_P4,Seat_P5,Dealer_P5,Position_P5,Player_P5,PlayerName_P5,Stack_P5,SPR_P5,ActionOrder_P5,Action_P5,Bet_P5,Allin_P5,Showdown_1_P5,Showdown_2_P5,PlayerWins_P5,WinAmount_P5,Seat_P6,Dealer_P6,Position_P6,Player_P6,PlayerName_P6,Stack_P6,SPR_P6,ActionOrder_P6,Action_P6,Bet_P6,Allin_P6,Showdown_1_P6,Showdown_2_P6,PlayerWins_P6,WinAmount_P6,Seat_P7,Dealer_P7,Position_P7,Player_P7,PlayerName_P7,Stack_P7,SPR_P7,ActionOrder_P7,Action_P7,Bet_P7,Allin_P7,Showdown_1_P7,Showdown_2_P7,PlayerWins_P7,WinAmount_P7
3832,MTT 250,2018650558,120000.0,0,1,300000.0,,,,,,1.0,0.0,MP3,0.0,tunec49,2281418.0,7.6,4.0,Fold,0.0,0.0,,,,,2.0,0.0,CO,1.0,7z7z7z,2142505.0,7.14,5.0,Fold,0.0,0.0,,,,,3.0,1.0,BTN,2.0,sergeygogo,1069444.0,3.56,6.0,Fold,0.0,0.0,,,,,4.0,0.0,SB,3.0,mixo33,7989472.5,26.63,7.0,Raise,180000.0,0.0,,,,,5.0,0.0,BB,4.0,mishanya401,2591636.25,8.64,8.0,Fold,0.0,0.0,,,,,6.0,0.0,EP3,5.0,alemarksar,1069428.0,3.56,1.0,Fold,0.0,0.0,,,,,7.0,0.0,MP1,6.0,tatartatar1,5480751.0,18.27,2.0,Fold,0.0,0.0,,,,,8.0,0.0,MP2,7.0,lavinoopasno,4816727.0,16.06,3.0,Fold,0.0,0.0,,,,
3833,MTT 250,2018650558,120000.0,1,2,480000.0,,,,,,1.0,0.0,MP3,0.0,tunec49,2281418.0,,0.0,,,,,,,,2.0,0.0,CO,1.0,7z7z7z,2142505.0,,0.0,,,,,,,,3.0,1.0,BTN,2.0,sergeygogo,1069444.0,,0.0,,,,,,,,4.0,0.0,SB,3.0,mixo33,7809472.5,,,Mucks Cards,,,,,1.0,360000.0,5.0,0.0,BB,4.0,mishanya401,2591636.25,,0.0,,,,,,,,6.0,0.0,EP3,5.0,alemarksar,1069428.0,,0.0,,,,,,,,7.0,0.0,MP1,6.0,tatartatar1,5480751.0,,0.0,,,,,,,,8.0,0.0,MP2,7.0,lavinoopasno,4816727.0,,0.0,,,,,,,
3834,MTT 250,2018650946,120000.0,0,0,0.0,,,,,,1.0,0.0,MP2,0.0,tunec49,2281418.0,0.0,1.0,Post Ante,15000.0,0.0,,,,,2.0,0.0,MP3,1.0,7z7z7z,2142505.0,0.0,1.0,Post Ante,15000.0,0.0,,,,,3.0,0.0,CO,2.0,sergeygogo,1069444.0,0.0,1.0,Post Ante,15000.0,0.0,,,,,4.0,1.0,BTN,3.0,mixo33,8289472.0,0.0,1.0,Post Ante,15000.0,0.0,,,,,5.0,0.0,SB,4.0,mishanya401,2591636.0,0.0,1.0,Post SB,75000.0,0.0,,,,,6.0,0.0,BB,5.0,alemarksar,1069428.0,0.0,1.0,Post BB,135000.0,0.0,,,,,7.0,0.0,EP3,6.0,tatartatar1,5480750.5,0.0,1.0,Post Ante,15000.0,0.0,,,,,8.0,0.0,MP1,7.0,lavinoopasno,4816727.0,0.0,1.0,Post Ante,15000.0,0.0,,,,
3835,MTT 250,2018650946,120000.0,0,1,300000.0,,,,,,1.0,0.0,MP2,0.0,tunec49,2266418.0,7.55,3.0,Fold,0.0,0.0,,,,,2.0,0.0,MP3,1.0,7z7z7z,2127505.0,7.09,4.0,Fold,0.0,0.0,,,,,3.0,0.0,CO,2.0,sergeygogo,1054444.0,3.51,5.0,Fold,0.0,0.0,,,,,4.0,1.0,BTN,3.0,mixo33,8274472.0,27.58,6.0,Fold,0.0,0.0,,,,,5.0,0.0,SB,4.0,mishanya401,2516636.0,8.39,7.0,Call,60000.0,0.0,,,,,6.0,0.0,BB,5.0,alemarksar,934428.0,3.11,8.0,Check,0.0,0.0,,,,,7.0,0.0,EP3,6.0,tatartatar1,5465750.5,18.22,1.0,Fold,0.0,0.0,,,,,8.0,0.0,MP1,7.0,lavinoopasno,4801727.0,16.01,2.0,Fold,0.0,0.0,,,,
3836,MTT 250,2018650946,120000.0,1,2,360000.0,Kc,8s,Jc,,,1.0,0.0,MP2,0.0,tunec49,2266418.0,,0.0,,,,,,,,2.0,0.0,MP3,1.0,7z7z7z,2127505.0,,0.0,,,,,,,,3.0,0.0,CO,2.0,sergeygogo,1054444.0,,0.0,,,,,,,,4.0,1.0,BTN,3.0,mixo33,8274472.0,,0.0,,,,,,,,5.0,0.0,SB,4.0,mishanya401,2456636.0,6.82,1.0,Bet,120000.0,0.0,,,,,6.0,0.0,BB,5.0,alemarksar,934428.0,2.6,2.0,Fold,0.0,0.0,,,,,7.0,0.0,EP3,6.0,tatartatar1,5465750.5,,0.0,,,,,,,,8.0,0.0,MP1,7.0,lavinoopasno,4801727.0,,0.0,,,,,,,
3837,MTT 250,2018650946,120000.0,2,3,480000.0,Kc,8s,Jc,,,1.0,0.0,MP2,0.0,tunec49,2266418.0,,0.0,,,,,,,,2.0,0.0,MP3,1.0,7z7z7z,2127505.0,,0.0,,,,,,,,3.0,0.0,CO,2.0,sergeygogo,1054444.0,,0.0,,,,,,,,4.0,1.0,BTN,3.0,mixo33,8274472.0,,0.0,,,,,,,,5.0,0.0,SB,4.0,mishanya401,2336636.0,,,Mucks Cards,,,,,1.0,360000.0,6.0,0.0,BB,5.0,alemarksar,934428.0,,0.0,,,,,,,,7.0,0.0,EP3,6.0,tatartatar1,5465750.5,,0.0,,,,,,,,8.0,0.0,MP1,7.0,lavinoopasno,4801727.0,,0.0,,,,,,,
3838,MTT 250,2018652242,120000.0,0,0,0.0,,,,,,1.0,0.0,MP1,0.0,tunec49,2266418.0,0.0,1.0,Post Ante,15000.0,0.0,,,,,2.0,0.0,MP2,1.0,7z7z7z,2127505.0,0.0,1.0,Post Ante,15000.0,0.0,,,,,3.0,0.0,MP3,2.0,sergeygogo,1054444.0,0.0,1.0,Post Ante,15000.0,0.0,,,,,4.0,0.0,CO,3.0,mixo33,8274471.5,0.0,1.0,Post Ante,15000.0,0.0,,,,,5.0,1.0,BTN,4.0,mishanya401,2816636.25,0.0,1.0,Post Ante,15000.0,0.0,,,,,6.0,0.0,SB,5.0,alemarksar,934428.0,0.0,1.0,Post SB,75000.0,0.0,,,,,7.0,0.0,BB,6.0,tatartatar1,5465751.0,0.0,1.0,Post BB,135000.0,0.0,,,,,8.0,0.0,EP3,7.0,lavinoopasno,4801727.0,0.0,1.0,Post Ante,15000.0,0.0,,,,
3839,MTT 250,2018652242,120000.0,0,1,300000.0,,,,,,1.0,0.0,MP1,0.0,tunec49,2251418.0,7.5,2.0,Fold,0.0,0.0,,,,,2.0,0.0,MP2,1.0,7z7z7z,2112505.0,7.04,3.0,Fold,0.0,0.0,,,,,3.0,0.0,MP3,2.0,sergeygogo,1039444.0,3.46,4.0,Fold,0.0,0.0,,,,,4.0,0.0,CO,3.0,mixo33,8259471.5,27.53,5.0,Fold,0.0,0.0,,,,,5.0,1.0,BTN,4.0,mishanya401,2801636.25,9.34,6.0,Call,120000.0,0.0,,,,,6.0,0.0,SB,5.0,alemarksar,859428.0,2.86,7.0,Fold,0.0,0.0,,,,,7.0,0.0,BB,6.0,tatartatar1,5330751.0,17.77,8.0,Check,0.0,0.0,,,,,8.0,0.0,EP3,7.0,lavinoopasno,4786727.0,15.96,1.0,Fold,0.0,0.0,,,,
3840,MTT 250,2018652242,120000.0,1,2,420000.0,Jd,6h,8h,,,1.0,0.0,MP1,0.0,tunec49,2251418.0,,0.0,,,,,,,,2.0,0.0,MP2,1.0,7z7z7z,2112505.0,,0.0,,,,,,,,3.0,0.0,MP3,2.0,sergeygogo,1039444.0,,0.0,,,,,,,,4.0,0.0,CO,3.0,mixo33,8259471.5,,0.0,,,,,,,,5.0,1.0,BTN,4.0,mishanya401,2681636.25,6.38,2.0,Bet,180000.0,0.0,,,,,6.0,0.0,SB,5.0,alemarksar,859428.0,,0.0,,,,,,,,7.0,0.0,BB,6.0,tatartatar1,5330751.0,12.69,1.0,Check,0.0,0.0,,,,,8.0,0.0,EP3,7.0,lavinoopasno,4786727.0,,0.0,,,,,,,
3841,MTT 250,2018652242,120000.0,1,3,600000.0,Jd,6h,8h,,,1.0,0.0,MP1,0.0,tunec49,2251418.0,,0.0,,,,,,,,2.0,0.0,MP2,1.0,7z7z7z,2112505.0,,0.0,,,,,,,,3.0,0.0,MP3,2.0,sergeygogo,1039444.0,,0.0,,,,,,,,4.0,0.0,CO,3.0,mixo33,8259471.5,,0.0,,,,,,,,5.0,1.0,BTN,4.0,mishanya401,2501636.25,,0.0,,,,,,,,6.0,0.0,SB,5.0,alemarksar,859428.0,,0.0,,,,,,,,7.0,0.0,BB,6.0,tatartatar1,5330751.0,8.88,1.0,Fold,0.0,0.0,,,,,8.0,0.0,EP3,7.0,lavinoopasno,4786727.0,,0.0,,,,,,,
3842,MTT 250,2018652242,120000.0,2,4,600000.0,Jd,6h,8h,,,1.0,0.0,MP1,0.0,tunec49,2251418.0,,0.0,,,,,,,,2.0,0.0,MP2,1.0,7z7z7z,2112505.0,,0.0,,,,,,,,3.0,0.0,MP3,2.0,sergeygogo,1039444.0,,0.0,,,,,,,,4.0,0.0,CO,3.0,mixo33,8259471.5,,0.0,,,,,,,,5.0,1.0,BTN,4.0,mishanya401,2501636.25,,,Mucks Cards,,,,,1.0,420000.0,6.0,0.0,SB,5.0,alemarksar,859428.0,,0.0,,,,,,,,7.0,0.0,BB,6.0,tatartatar1,5330751.0,,0.0,,,,,,,,8.0,0.0,EP3,7.0,lavinoopasno,4786727.0,,0.0,,,,,,,
3843,MTT 250,2018653174,120000.0,0,0,0.0,,,,,,1.0,0.0,EP3,0.0,tunec49,2251418.0,0.0,1.0,Post Ante,15000.0,0.0,,,,,2.0,0.0,MP1,1.0,7z7z7z,2112505.0,0.0,1.0,Post Ante,15000.0,0.0,,,,,3.0,0.0,MP2,2.0,sergeygogo,1039444.0,0.0,1.0,Post Ante,15000.0,0.0,,,,,4.0,0.0,MP3,3.0,mixo33,8259472.0,0.0,1.0,Post Ante,15000.0,0.0,,,,,5.0,0.0,CO,4.0,mishanya401,3101635.75,0.0,1.0,Post Ante,15000.0,0.0,,,,,6.0,1.0,BTN,5.0,alemarksar,859428.0,0.0,1.0,Post Ante,15000.0,0.0,,,,,7.0,0.0,SB,6.0,tatartatar1,5330751.0,0.0,1.0,Post SB,75000.0,0.0,,,,,8.0,0.0,BB,7.0,lavinoopasno,4786727.0,0.0,1.0,Post BB,135000.0,0.0,,,,
3844,MTT 250,2018653174,120000.0,0,1,300000.0,,,,,,1.0,0.0,EP3,0.0,tunec49,2236418.0,7.45,1.0,Fold,0.0,0.0,,,,,2.0,0.0,MP1,1.0,7z7z7z,2097505.0,6.99,2.0,Fold,0.0,0.0,,,,,3.0,0.0,MP2,2.0,sergeygogo,1024444.0,3.41,3.0,Fold,0.0,0.0,,,,,4.0,0.0,MP3,3.0,mixo33,8244472.0,27.48,4.0,Fold,0.0,0.0,,,,,5.0,0.0,CO,4.0,mishanya401,3086635.75,10.29,5.0,Raise,360000.0,0.0,,,,,6.0,1.0,BTN,5.0,alemarksar,844428.0,2.81,6.0,Fold,0.0,0.0,,,,,7.0,0.0,SB,6.0,tatartatar1,5255751.0,17.52,7.0,Fold,0.0,0.0,,,,,8.0,0.0,BB,7.0,lavinoopasno,4651727.0,15.51,8.0,Fold,0.0,0.0,,,,
3845,MTT 250,2018653174,120000.0,1,2,660000.0,,,,,,1.0,0.0,EP3,0.0,tunec49,2236418.0,,0.0,,,,,,,,2.0,0.0,MP1,1.0,7z7z7z,2097505.0,,0.0,,,,,,,,3.0,0.0,MP2,2.0,sergeygogo,1024444.0,,0.0,,,,,,,,4.0,0.0,MP3,3.0,mixo33,8244472.0,,0.0,,,,,,,,5.0,0.0,CO,4.0,mishanya401,2726635.75,,,Mucks Cards,,,,,1.0,420000.0,6.0,1.0,BTN,5.0,alemarksar,844428.0,,0.0,,,,,,,,7.0,0.0,SB,6.0,tatartatar1,5255751.0,,0.0,,,,,,,,8.0,0.0,BB,7.0,lavinoopasno,4651727.0,,0.0,,,,,,,
3846,MTT 250,2018653924,120000.0,0,0,0.0,,,,,,1.0,0.0,BB,0.0,tunec49,2236418.0,0.0,1.0,Post BB,135000.0,0.0,,,,,2.0,0.0,EP3,1.0,7z7z7z,2097505.0,0.0,1.0,Post Ante,15000.0,0.0,,,,,3.0,0.0,MP1,2.0,sergeygogo,1024444.0,0.0,1.0,Post Ante,15000.0,0.0,,,,,4.0,0.0,MP2,3.0,mixo33,8244472.5,0.0,1.0,Post Ante,15000.0,0.0,,,,,5.0,0.0,MP3,4.0,mishanya401,3386636.25,0.0,1.0,Post Ante,15000.0,0.0,,,,,6.0,0.0,CO,5.0,alemarksar,844428.0,0.0,1.0,Post Ante,15000.0,0.0,,,,,7.0,1.0,BTN,6.0,tatartatar1,5255751.0,0.0,1.0,Post Ante,15000.0,0.0,,,,,8.0,0.0,SB,7.0,lavinoopasno,4651727.0,0.0,1.0,Post SB,75000.0,0.0,,,,
3847,MTT 250,2018653924,120000.0,0,1,300000.0,,,,,,1.0,0.0,BB,0.0,tunec49,2101418.0,7.0,8.0,Raise,2101418.0,1.0,,,,,2.0,0.0,EP3,1.0,7z7z7z,2082505.0,6.94,1.0,Fold,0.0,0.0,,,,,3.0,0.0,MP1,2.0,sergeygogo,1009444.0,3.36,2.0,Fold,0.0,0.0,,,,,4.0,0.0,MP2,3.0,mixo33,8229472.5,27.43,3.0,Fold,0.0,0.0,,,,,5.0,0.0,MP3,4.0,mishanya401,3371636.25,11.24,4.0,Fold,0.0,0.0,,,,,6.0,0.0,CO,5.0,alemarksar,829428.0,2.76,5.0,Fold,0.0,0.0,,,,,7.0,1.0,BTN,6.0,tatartatar1,5240751.0,17.47,6.0,Fold,0.0,0.0,,,,,8.0,0.0,SB,7.0,lavinoopasno,4576727.0,15.26,7.0,Call,60000.0,0.0,,,,
3848,MTT 250,2018653924,120000.0,0,2,2461418.0,,,,,,1.0,0.0,BB,0.0,tunec49,0.0,,0.0,,,,,,,,2.0,0.0,EP3,1.0,7z7z7z,2082505.0,,0.0,,,,,,,,3.0,0.0,MP1,2.0,sergeygogo,1009444.0,,0.0,,,,,,,,4.0,0.0,MP2,3.0,mixo33,8229472.5,,0.0,,,,,,,,5.0,0.0,MP3,4.0,mishanya401,3371636.25,,0.0,,,,,,,,6.0,0.0,CO,5.0,alemarksar,829428.0,,0.0,,,,,,,,7.0,1.0,BTN,6.0,tatartatar1,5240751.0,,0.0,,,,,,,,8.0,0.0,SB,7.0,lavinoopasno,4516727.0,1.84,1.0,Fold,0.0,0.0,,,,
3849,MTT 250,2018653924,120000.0,1,3,2461418.0,,,,,,1.0,0.0,BB,0.0,tunec49,0.0,,,Mucks Cards,,,,,1.0,360000.0,2.0,0.0,EP3,1.0,7z7z7z,2082505.0,,0.0,,,,,,,,3.0,0.0,MP1,2.0,sergeygogo,1009444.0,,0.0,,,,,,,,4.0,0.0,MP2,3.0,mixo33,8229472.5,,0.0,,,,,,,,5.0,0.0,MP3,4.0,mishanya401,3371636.25,,0.0,,,,,,,,6.0,0.0,CO,5.0,alemarksar,829428.0,,0.0,,,,,,,,7.0,1.0,BTN,6.0,tatartatar1,5240751.0,,0.0,,,,,,,,8.0,0.0,SB,7.0,lavinoopasno,4516727.0,,0.0,,,,,,,
3850,MTT 250,2018654589,120000.0,0,0,0.0,,,,,,1.0,0.0,SB,0.0,tunec49,2461418.0,0.0,1.0,Post SB,75000.0,0.0,,,,,2.0,0.0,BB,1.0,7z7z7z,2082505.0,0.0,1.0,Post BB,135000.0,0.0,,,,,3.0,0.0,EP3,2.0,sergeygogo,1009444.0,0.0,1.0,Post Ante,15000.0,0.0,,,,,4.0,0.0,MP1,3.0,mixo33,8229472.0,0.0,1.0,Post Ante,15000.0,0.0,,,,,5.0,0.0,MP2,4.0,mishanya401,3371635.75,0.0,1.0,Post Ante,15000.0,0.0,,,,,6.0,0.0,MP3,5.0,alemarksar,829428.0,0.0,1.0,Post Ante,15000.0,0.0,,,,,7.0,0.0,CO,6.0,tatartatar1,5240751.0,0.0,1.0,Post Ante,15000.0,0.0,,,,,8.0,1.0,BTN,7.0,lavinoopasno,4516727.0,0.0,1.0,Post Ante,15000.0,0.0,,,,
3851,MTT 250,2018654589,120000.0,0,1,300000.0,,,,,,1.0,0.0,SB,0.0,tunec49,2386418.0,7.95,7.0,Fold,0.0,0.0,,,,,2.0,0.0,BB,1.0,7z7z7z,1947505.0,6.49,8.0,Check,0.0,0.0,,,,,3.0,0.0,EP3,2.0,sergeygogo,994444.0,3.31,1.0,Call,120000.0,0.0,,,,,4.0,0.0,MP1,3.0,mixo33,8214472.0,27.38,2.0,Fold,0.0,0.0,,,,,5.0,0.0,MP2,4.0,mishanya401,3356635.75,11.19,3.0,Fold,0.0,0.0,,,,,6.0,0.0,MP3,5.0,alemarksar,814428.0,2.71,4.0,Fold,0.0,0.0,,,,,7.0,0.0,CO,6.0,tatartatar1,5225751.0,17.42,5.0,Fold,0.0,0.0,,,,,8.0,1.0,BTN,7.0,lavinoopasno,4501727.0,15.01,6.0,Fold,0.0,0.0,,,,
3852,MTT 250,2018654589,120000.0,1,2,420000.0,As,7h,5h,,,1.0,0.0,SB,0.0,tunec49,2386418.0,,0.0,,,,,,,,2.0,0.0,BB,1.0,7z7z7z,1947505.0,4.64,1.0,Check,0.0,0.0,,,,,3.0,0.0,EP3,2.0,sergeygogo,874444.0,2.08,2.0,Check,0.0,0.0,,,,,4.0,0.0,MP1,3.0,mixo33,8214472.0,,0.0,,,,,,,,5.0,0.0,MP2,4.0,mishanya401,3356635.75,,0.0,,,,,,,,6.0,0.0,MP3,5.0,alemarksar,814428.0,,0.0,,,,,,,,7.0,0.0,CO,6.0,tatartatar1,5225751.0,,0.0,,,,,,,,8.0,1.0,BTN,7.0,lavinoopasno,4501727.0,,0.0,,,,,,,
3853,MTT 250,2018654589,120000.0,2,3,420000.0,As,7h,5h,Ts,,1.0,0.0,SB,0.0,tunec49,2386418.0,,0.0,,,,,,,,2.0,0.0,BB,1.0,7z7z7z,1947505.0,4.64,1.0,Bet,120000.0,0.0,,,,,3.0,0.0,EP3,2.0,sergeygogo,874444.0,2.08,2.0,Fold,0.0,0.0,,,,,4.0,0.0,MP1,3.0,mixo33,8214472.0,,0.0,,,,,,,,5.0,0.0,MP2,4.0,mishanya401,3356635.75,,0.0,,,,,,,,6.0,0.0,MP3,5.0,alemarksar,814428.0,,0.0,,,,,,,,7.0,0.0,CO,6.0,tatartatar1,5225751.0,,0.0,,,,,,,,8.0,1.0,BTN,7.0,lavinoopasno,4501727.0,,0.0,,,,,,,
3854,MTT 250,2018654589,120000.0,3,4,540000.0,As,7h,5h,Ts,,1.0,0.0,SB,0.0,tunec49,2386418.0,,0.0,,,,,,,,2.0,0.0,BB,1.0,7z7z7z,1827505.0,,,Mucks Cards,,,,,1.0,420000.0,3.0,0.0,EP3,2.0,sergeygogo,874444.0,,0.0,,,,,,,,4.0,0.0,MP1,3.0,mixo33,8214472.0,,0.0,,,,,,,,5.0,0.0,MP2,4.0,mishanya401,3356635.75,,0.0,,,,,,,,6.0,0.0,MP3,5.0,alemarksar,814428.0,,0.0,,,,,,,,7.0,0.0,CO,6.0,tatartatar1,5225751.0,,0.0,,,,,,,,8.0,1.0,BTN,7.0,lavinoopasno,4501727.0,,0.0,,,,,,,
3855,MTT 250,2018655547,120000.0,0,0,0.0,,,,,,1.0,1.0,BTN,0.0,tunec49,2386418.0,0.0,1.0,Post Ante,15000.0,0.0,,,,,2.0,0.0,SB,1.0,7z7z7z,2367505.0,0.0,1.0,Post SB,75000.0,0.0,,,,,3.0,0.0,BB,2.0,sergeygogo,874444.0,0.0,1.0,Post BB,135000.0,0.0,,,,,4.0,0.0,EP3,3.0,mixo33,8214471.5,0.0,1.0,Post Ante,15000.0,0.0,,,,,5.0,0.0,MP1,4.0,mishanya401,3356636.25,0.0,1.0,Post Ante,15000.0,0.0,,,,,6.0,0.0,MP2,5.0,alemarksar,814428.0,0.0,1.0,Post Ante,15000.0,0.0,,,,,7.0,0.0,MP3,6.0,tatartatar1,5225751.0,0.0,1.0,Post Ante,15000.0,0.0,,,,,8.0,0.0,CO,7.0,lavinoopasno,4501727.0,0.0,1.0,Post Ante,15000.0,0.0,,,,
3856,MTT 250,2018655547,120000.0,0,1,300000.0,,,,,,1.0,1.0,BTN,0.0,tunec49,2371418.0,7.9,6.0,Fold,0.0,0.0,,,,,2.0,0.0,SB,1.0,7z7z7z,2292505.0,7.64,7.0,Fold,0.0,0.0,,,,,3.0,0.0,BB,2.0,sergeygogo,739444.0,2.46,8.0,Fold,0.0,0.0,,,,,4.0,0.0,EP3,3.0,mixo33,8199471.5,27.33,1.0,Fold,0.0,0.0,,,,,5.0,0.0,MP1,4.0,mishanya401,3341636.25,11.14,2.0,Fold,0.0,0.0,,,,,6.0,0.0,MP2,5.0,alemarksar,799428.0,2.66,3.0,Raise,799428.0,1.0,,,,,7.0,0.0,MP3,6.0,tatartatar1,5210751.0,17.37,4.0,Call,799428.0,0.0,,,,,8.0,0.0,CO,7.0,lavinoopasno,4486727.0,14.96,5.0,Fold,0.0,0.0,,,,
3857,MTT 250,2018655547,120000.0,1,2,1898856.0,7s,Ad,2c,,,1.0,1.0,BTN,0.0,tunec49,2371418.0,,0.0,,,,,,,,2.0,0.0,SB,1.0,7z7z7z,2292505.0,,0.0,,,,,,,,3.0,0.0,BB,2.0,sergeygogo,739444.0,,0.0,,,,,,,,4.0,0.0,EP3,3.0,mixo33,8199471.5,,0.0,,,,,,,,5.0,0.0,MP1,4.0,mishanya401,3341636.25,,0.0,,,,,,,,6.0,0.0,MP2,5.0,alemarksar,0.0,,0.0,,,,,,,,7.0,0.0,MP3,6.0,tatartatar1,4411323.0,,0.0,,,,,,,,8.0,0.0,CO,7.0,lavinoopasno,4486727.0,,0.0,,,,,,,
3858,MTT 250,2018655547,120000.0,2,3,1898856.0,7s,Ad,2c,Th,,1.0,1.0,BTN,0.0,tunec49,2371418.0,,0.0,,,,,,,,2.0,0.0,SB,1.0,7z7z7z,2292505.0,,0.0,,,,,,,,3.0,0.0,BB,2.0,sergeygogo,739444.0,,0.0,,,,,,,,4.0,0.0,EP3,3.0,mixo33,8199471.5,,0.0,,,,,,,,5.0,0.0,MP1,4.0,mishanya401,3341636.25,,0.0,,,,,,,,6.0,0.0,MP2,5.0,alemarksar,0.0,,0.0,,,,,,,,7.0,0.0,MP3,6.0,tatartatar1,4411323.0,,0.0,,,,,,,,8.0,0.0,CO,7.0,lavinoopasno,4486727.0,,0.0,,,,,,,
3859,MTT 250,2018655547,120000.0,3,4,1898856.0,7s,Ad,2c,Th,Jc,1.0,1.0,BTN,0.0,tunec49,2371418.0,,0.0,,,,,,,,2.0,0.0,SB,1.0,7z7z7z,2292505.0,,0.0,,,,,,,,3.0,0.0,BB,2.0,sergeygogo,739444.0,,0.0,,,,,,,,4.0,0.0,EP3,3.0,mixo33,8199471.5,,0.0,,,,,,,,5.0,0.0,MP1,4.0,mishanya401,3341636.25,,0.0,,,,,,,,6.0,0.0,MP2,5.0,alemarksar,0.0,,0.0,,,,,,,,7.0,0.0,MP3,6.0,tatartatar1,4411323.0,,0.0,,,,,,,,8.0,0.0,CO,7.0,lavinoopasno,4486727.0,,0.0,,,,,,,
3860,MTT 250,2018655547,120000.0,4,5,1898856.0,7s,Ad,2c,Th,Jc,1.0,1.0,BTN,0.0,tunec49,2371418.0,,0.0,,,,,,,,2.0,0.0,SB,1.0,7z7z7z,2292505.0,,0.0,,,,,,,,3.0,0.0,BB,2.0,sergeygogo,739444.0,,0.0,,,,,,,,4.0,0.0,EP3,3.0,mixo33,8199471.5,,0.0,,,,,,,,5.0,0.0,MP1,4.0,mishanya401,3341636.25,,0.0,,,,,,,,6.0,0.0,MP2,5.0,alemarksar,0.0,,,Shows Cards,,,Qs,Kd,1.0,949428.0,7.0,0.0,MP3,6.0,tatartatar1,4411323.0,,,Shows Cards,,,Ks,Qc,1.0,949428.0,8.0,0.0,CO,7.0,lavinoopasno,4486727.0,,0.0,,,,,,,
3861,MTT 250,2018656263,120000.0,0,0,0.0,,,,,,1.0,0.0,CO,0.0,tunec49,2371418.0,0.0,1.0,Post Ante,15000.0,0.0,,,,,2.0,1.0,BTN,1.0,7z7z7z,2292505.0,0.0,1.0,Post Ante,15000.0,0.0,,,,,3.0,0.0,SB,2.0,sergeygogo,739444.0,0.0,1.0,Post SB,75000.0,0.0,,,,,4.0,0.0,BB,3.0,mixo33,8199472.0,0.0,1.0,Post BB,135000.0,0.0,,,,,5.0,0.0,EP3,4.0,mishanya401,3341635.75,0.0,1.0,Post Ante,15000.0,0.0,,,,,6.0,0.0,MP1,5.0,alemarksar,949428.0,0.0,1.0,Post Ante,15000.0,0.0,,,,,7.0,0.0,MP2,6.0,tatartatar1,5360751.0,0.0,1.0,Post Ante,15000.0,0.0,,,,,8.0,0.0,MP3,7.0,lavinoopasno,4486727.0,0.0,1.0,Post Ante,15000.0,0.0,,,,
3862,MTT 250,2018656263,120000.0,0,1,300000.0,,,,,,1.0,0.0,CO,0.0,tunec49,2356418.0,7.85,5.0,Fold,0.0,0.0,,,,,2.0,1.0,BTN,1.0,7z7z7z,2277505.0,7.59,6.0,Fold,0.0,0.0,,,,,3.0,0.0,SB,2.0,sergeygogo,664444.0,2.21,7.0,Call,664444.0,1.0,,,,,4.0,0.0,BB,3.0,mixo33,8064472.0,26.88,8.0,Fold,0.0,0.0,,,,,5.0,0.0,EP3,4.0,mishanya401,3326635.75,11.09,1.0,Fold,0.0,0.0,,,,,6.0,0.0,MP1,5.0,alemarksar,934428.0,3.11,2.0,Raise,934428.0,1.0,,,,,7.0,0.0,MP2,6.0,tatartatar1,5345751.0,17.82,3.0,Fold,0.0,0.0,,,,,8.0,0.0,MP3,7.0,lavinoopasno,4471727.0,14.91,4.0,Fold,0.0,0.0,,,,
